section,id,x,y,area,affected,notes
SALT_PANS,147,46.0,27,2175,False,Pan_147
SALT_PANS,148,37.0,35,2960,False,Pan_148
SALT_PANS,149,29.0,5,2604,False,Pan_149
SALT_PANS,150,28.0,18,2747,False,Pan_150
SALT_PANS,151,11.0,42,2249,False,Pan_151
SALT_PANS,152,16.0,29,1847,False,Pan_152
SALT_PANS,153,43.0,37,1298,False,Pan_153
SALT_PANS,154,25.0,2,534,False,Pan_154
SALT_PANS,155,29.0,29,1993,False,Pan_155
SALT_PANS,156,39.0,16,1010,False,Pan_156
SALT_PANS,157,49.0,46,1246,False,Pan_157
SALT_PANS,158,39.0,29,1199,False,Pan_158
SALT_PANS,159,34.0,37,1944,False,Pan_159
SALT_PANS,160,31.0,37,562,False,Pan_160
SALT_PANS,161,16.0,15,2570,True,Pan_161
SALT_PANS,162,23.0,39,2926,False,Pan_162
SALT_PANS,163,28.0,34,2687,False,Pan_163
SALT_PANS,164,8.0,18,2800,True,Pan_164
SALT_PANS,165,5.0,34,2706,False,Pan_165
SALT_PANS,166,28.0,4,2808,False,Pan_166
SALT_PANS,167,19.0,17,2477,True,Pan_167
SALT_PANS,168,11.0,19,1961,True,Pan_168
SALT_PANS,169,4.0,41,1841,False,Pan_169
SALT_PANS,170,37.0,31,2397,False,Pan_170
SALT_PANS,171,37.0,13,661,False,Pan_171
SALT_PANS,172,8.0,39,2007,False,Pan_172
SALT_PANS,173,41.0,47,611,False,Pan_173
SALT_PANS,174,31.0,27,634,False,Pan_174
SALT_PANS,175,14.0,20,1102,True,Pan_175
SALT_PANS,176,26.0,12,1298,True,Pan_176
SALT_PANS,177,47.0,32,2843,False,Pan_177
SALT_PANS,178,12.0,50,2779,False,Pan_178
SALT_PANS,179,20.0,7,2592,True,Pan_179
SALT_PANS,180,46.0,2,1536,False,Pan_180
SALT_PANS,181,37.0,46,2514,False,Pan_181
SALT_PANS,182,1.0,47,748,False,Pan_182
SALT_PANS,183,0.0,30,1597,False,Pan_183
SALT_PANS,184,41.0,1,1853,False,Pan_184
SALT_PANS,185,17.0,31,2188,False,Pan_185
SALT_PANS,186,28.0,39,2647,False,Pan_186
SALT_PANS,187,11.0,23,1444,True,Pan_187
SALT_PANS,188,3.0,30,2327,False,Pan_188
SALT_PANS,189,3.0,24,1530,False,Pan_189
SALT_PANS,190,41.0,19,2270,False,Pan_190
SALT_PANS,191,40.0,32,2890,False,Pan_191
SALT_PANS,192,22.0,33,525,False,Pan_192
SALT_PANS,193,37.0,11,2987,False,Pan_193
SALT_PANS,194,46.0,23,2352,False,Pan_194
SALT_PANS,195,20.0,3,1886,False,Pan_195
SALT_PANS,196,46.0,45,2587,False,Pan_196
SALT_PANS,197,41.0,13,2873,False,Pan_197
SALT_PANS,198,29.0,19,2391,False,Pan_198
SALT_PANS,199,40.0,30,1499,False,Pan_199
SALT_PANS,200,17.0,19,1465,True,Pan_200
SALT_PANS,201,21.0,41,1301,False,Pan_201
SALT_PANS,202,18.0,34,1140,False,Pan_202
SALT_PANS,203,41.0,19,1364,False,Pan_203
SALT_PANS,204,39.0,35,1947,False,Pan_204
SALT_PANS,205,50.0,36,1970,False,Pan_205
SALT_PANS,206,22.0,39,1137,False,Pan_206
SALT_PANS,207,24.0,13,1360,True,Pan_207
SALT_PANS,208,37.0,1,975,False,Pan_208
SALT_PANS,209,12.0,37,770,False,Pan_209
SALT_PANS,210,30.0,45,748,False,Pan_210
SALT_PANS,211,21.0,18,2309,True,Pan_211
SALT_PANS,212,6.0,25,2930,False,Pan_212
SALT_PANS,213,20.0,35,2216,False,Pan_213
SALT_PANS,214,3.0,15,2449,True,Pan_214
SALT_PANS,215,25.0,27,1499,False,Pan_215
SALT_PANS,216,7.0,11,1691,True,Pan_216
SALT_PANS,217,11.0,7,1088,True,Pan_217
SALT_PANS,218,16.0,34,1308,False,Pan_218
SALT_PANS,219,2.0,45,699,False,Pan_219
SALT_PANS,220,16.0,8,2639,True,Pan_220
SALT_PANS,221,34.0,35,1321,False,Pan_221
SALT_PANS,222,3.0,26,1107,False,Pan_222
SALT_PANS,223,6.0,43,1100,False,Pan_223
SALT_PANS,224,48.0,14,2202,False,Pan_224
SALT_PANS,225,31.0,29,2124,False,Pan_225
SALT_PANS,226,25.0,14,1308,True,Pan_226
SALT_PANS,227,29.0,23,1546,False,Pan_227
SALT_PANS,228,37.0,36,1091,False,Pan_228
SALT_PANS,229,49.0,34,1055,False,Pan_229
SALT_PANS,230,4.0,40,1698,False,Pan_230
SALT_PANS,231,25.0,11,1443,True,Pan_231
SALT_PANS,232,31.0,28,2138,False,Pan_232
SALT_PANS,233,39.0,1,2038,False,Pan_233
SALT_PANS,234,39.0,23,2592,False,Pan_234
SALT_PANS,235,21.0,14,2553,True,Pan_235
SALT_PANS,236,19.0,45,2330,False,Pan_236
SALT_PANS,237,8.0,42,1120,False,Pan_237
SALT_PANS,238,19.0,36,1141,False,Pan_238
SALT_PANS,239,5.0,19,2279,True,Pan_239
SALT_PANS,240,4.0,5,2540,False,Pan_240
SALT_PANS,241,20.0,23,2979,True,Pan_241
SALT_PANS,242,32.0,27,1900,False,Pan_242
SALT_PANS,243,37.0,41,2494,False,Pan_243
SALT_PANS,244,44.0,44,2573,False,Pan_244
SALT_PANS,245,36.0,23,2432,False,Pan_245
SALT_PANS,246,8.0,9,556,True,Pan_246
SALT_PANS,247,24.0,10,1206,True,Pan_247
SALT_PANS,248,21.0,23,938,True,Pan_248
SALT_PANS,249,45.0,36,1234,False,Pan_249
SALT_PANS,250,34.0,45,2983,False,Pan_250
SALT_PANS,251,20.0,9,2006,True,Pan_251
SALT_PANS,252,21.0,3,1525,False,Pan_252
SALT_PANS,253,50.0,33,1868,False,Pan_253
SALT_PANS,254,14.0,30,1910,False,Pan_254
SALT_PANS,255,48.0,21,1686,False,Pan_255
SALT_PANS,256,47.0,4,2417,False,Pan_256
SALT_PANS,257,46.0,44,1206,False,Pan_257
SALT_PANS,258,19.0,31,1522,False,Pan_258
SALT_PANS,259,43.0,27,1227,False,Pan_259
SALT_PANS,260,16.0,34,1207,False,Pan_260
SALT_PANS,261,29.0,8,792,False,Pan_261
SALT_PANS,262,22.0,18,2144,True,Pan_262
SALT_PANS,263,5.0,38,1279,False,Pan_263
SALT_PANS,264,27.0,30,1347,False,Pan_264
SALT_PANS,265,36.0,7,1603,False,Pan_265
SALT_PANS,266,6.0,39,1107,False,Pan_266
SALT_PANS,267,23.0,13,2121,True,Pan_267
SALT_PANS,268,43.0,10,1615,False,Pan_268
SALT_PANS,269,24.0,40,2368,False,Pan_269
SALT_PANS,270,40.0,4,1420,False,Pan_270
SALT_PANS,271,13.0,12,1597,True,Pan_271
SALT_PANS,272,42.0,48,809,False,Pan_272
SALT_PANS,273,46.0,28,1312,False,Pan_273
SALT_PANS,274,17.0,33,1300,False,Pan_274
SALT_PANS,275,23.0,5,1864,False,Pan_275
SALT_PANS,276,17.0,39,2589,False,Pan_276
SALT_PANS,277,43.0,48,2298,False,Pan_277
SALT_PANS,278,6.0,22,2324,True,Pan_278
SALT_PANS,279,24.0,37,2008,False,Pan_279
SALT_PANS,280,37.0,6,2323,False,Pan_280
SALT_PANS,281,33.0,33,1009,False,Pan_281
SALT_PANS,282,7.0,14,1680,True,Pan_282
SALT_PANS,283,17.0,27,1716,False,Pan_283
SALT_PANS,284,31.0,40,1831,False,Pan_284
SALT_PANS,285,23.0,34,593,False,Pan_285
SALT_PANS,286,19.0,9,1380,True,Pan_286
SALT_PANS,287,33.0,21,2801,False,Pan_287
SALT_PANS,288,25.0,1,2691,False,Pan_288
SALT_PANS,289,41.0,11,1927,False,Pan_289
SALT_PANS,290,30.0,36,2464,False,Pan_290
SALT_PANS,291,30.0,50,2240,False,Pan_291
SALT_PANS,292,50.0,20,1222,False,Pan_292
SALT_PANS,293,45.0,45,2774,False,Pan_293
SALT_PANS,294,0.0,41,1844,False,Pan_294
SALT_PANS,295,20.0,19,2490,True,Pan_295
SALT_PANS,296,40.0,13,2997,False,Pan_296
SALT_PANS,297,5.0,50,1170,False,Pan_297
SALT_PANS,298,23.0,30,2676,False,Pan_298
SALT_PANS,299,31.0,12,2570,False,Pan_299
SALT_PANS,300,3.0,8,2240,False,Pan_300
SALT_PANS,301,10.0,1,2911,False,Pan_301
SALT_PANS,302,22.0,30,2928,False,Pan_302
SALT_PANS,303,6.0,29,2349,False,Pan_303
SALT_PANS,304,13.0,10,1909,True,Pan_304
SALT_PANS,305,1.0,7,793,False,Pan_305
SALT_PANS,306,15.0,33,2425,False,Pan_306
SALT_PANS,307,23.0,22,1360,True,Pan_307
SALT_PANS,308,1.0,19,695,False,Pan_308
SALT_PANS,309,33.0,26,2574,False,Pan_309
SALT_PANS,310,40.0,25,920,False,Pan_310
SALT_PANS,311,4.0,27,1872,False,Pan_311
SALT_PANS,312,36.0,32,1356,False,Pan_312
SALT_PANS,313,30.0,17,2860,False,Pan_313
SALT_PANS,314,50.0,19,1627,False,Pan_314
SALT_PANS,315,36.0,33,662,False,Pan_315
SALT_PANS,316,44.0,35,1953,False,Pan_316
SALT_PANS,317,0.0,0,2416,False,Pan_317
SALT_PANS,318,43.0,22,669,False,Pan_318
SALT_PANS,319,27.0,39,2894,False,Pan_319
SALT_PANS,320,25.0,3,2454,False,Pan_320
SALT_PANS,321,26.0,0,2396,False,Pan_321
SALT_PANS,322,36.0,5,2148,False,Pan_322
SALT_PANS,323,46.0,27,2570,False,Pan_323
SALT_PANS,324,14.0,38,1568,False,Pan_324
SALT_PANS,325,43.0,6,2579,False,Pan_325
SALT_PANS,326,42.0,50,2311,False,Pan_326
SALT_PANS,327,5.0,22,1389,False,Pan_327
SALT_PANS,328,40.0,35,592,False,Pan_328
SALT_PANS,329,10.0,28,2282,False,Pan_329
SALT_PANS,330,0.0,40,1757,False,Pan_330
SALT_PANS,331,30.0,0,1407,False,Pan_331
SALT_PANS,332,34.0,38,2306,False,Pan_332
SALT_PANS,333,21.0,46,2693,False,Pan_333
SALT_PANS,334,17.0,13,2641,True,Pan_334
SALT_PANS,335,0.0,2,2613,False,Pan_335
SALT_PANS,336,30.0,46,2785,False,Pan_336
SALT_PANS,337,49.0,38,2409,False,Pan_337
SALT_PANS,338,47.0,44,500,False,Pan_338
SALT_PANS,339,44.0,19,624,False,Pan_339
SALT_PANS,340,46.0,18,1577,False,Pan_340
SALT_PANS,341,33.0,14,1808,False,Pan_341
SALT_PANS,342,14.0,9,1853,True,Pan_342
SALT_PANS,343,18.0,9,2428,True,Pan_343
SALT_PANS,344,25.0,34,888,False,Pan_344
SALT_PANS,345,12.0,6,1599,True,Pan_345
SALT_PANS,346,4.0,23,2330,False,Pan_346
SALT_PANS,347,42.0,47,992,False,Pan_347
SALT_PANS,348,20.0,14,1786,True,Pan_348
SALT_PANS,349,16.0,32,740,False,Pan_349
